athlete_id,name,sport,era,grand_slams,masters_titles,career_wins,career_matches,weeks_at_no1,yearend_no1_count,years_in_top5,finals_won,finals_played,h2h_top10_wins,h2h_top10_total,hard_win_pct,clay_win_pct,grass_win_pct,clay_win_rate_std,grass_win_rate_std,career_win_rate,finals_win_rate,h2h_top10,surface_versatility,grand_slam_normalized,weeks_no1_normalized,masters_titles_normalized,career_win_rate_normalized,yearend_no1_normalized,finals_win_rate_normalized,h2h_top10_normalized,surface_versatility_normalized,longevity_normalized,composite_score
atp_105051,Matthew Ebden,tennis,Big 3 Era,0.0,0,79,207,0.0,0,0,0,1,3,14,0.3946,0.0714,0.4348,0.2236,0.254,0.38164251207729466,0.0,0.21428571428571427,48.27689074061779,0.0,0.0,0.0,17.114584341356384,0.0,0.0,30.21428571428571,48.7324303092137,0.0,6.15
atp_105053,Santiago Giraldo,tennis,Big 3 Era,0.0,0,167,372,0.0,0,0,0,2,3,29,0.3861,0.5083,0.4516,0.2018,0.1967,0.4489247311827957,0.0,0.10344827586206896,84.12309139931263,0.0,0.0,0.0,29.49310457117132,0.0,0.0,14.586206896551722,84.91687484677801,0.0,8.77
atp_105062,Mikhail Kukushkin,tennis,Big 3 Era,0.0,0,175,415,0.0,0,0,1,4,4,43,0.4522,0.3636,0.3659,0.213,0.2352,0.42168674698795183,0.25,0.09302325581395349,86.88822451567286,0.0,0.0,0.0,24.481885517195625,0.0,25.0,13.116279069767442,87.70809969207134,0.0,10.12
atp_105064,Thomaz Bellucci,tennis,Big 3 Era,0.0,0,203,422,0.0,0,0,4,8,6,43,0.4012,0.5541,0.3333,0.2163,0.2841,0.48104265402843605,0.5,0.13953488372093023,70.63776602444423,0.0,0.0,0.0,35.40213020929699,0.0,50.0,19.674418604651162,71.30430226917139,0.0,12.3
atp_105077,Albert Ramos,tennis,Big 3 Era,0.0,0,282,615,0.0,0,0,4,12,8,57,0.3519,0.5348,0.24,0.1613,0.2222,0.4585365853658537,0.3333333333333333,0.14035087719298245,61.36280335272279,0.0,0.0,0.0,31.261484583495953,0.0,33.33333333333333,19.789473684210524,61.94182127492748,0.0,10.17
atp_105138,Roberto Bautista Agut,tennis,Big 3 Era,0.0,0,441,744,0.0,0,0,13,25,22,90,0.5953,0.5521,0.6706,0.1916,0.1062,0.592741935483871,0.52,0.24444444444444444,84.4301116811722,0.0,0.0,0.0,55.952460349029934,0.0,52.0,34.46666666666666,85.22679216456105,0.0,16.07
atp_105173,Adrian Mannarino,tennis,Big 3 Era,0.0,0,323,696,0.0,0,0,5,16,11,74,0.4794,0.2024,0.5794,0.1724,0.1993,0.4640804597701149,0.3125,0.14864864864864866,49.29426112862869,0.0,0.0,0.0,32.28144145140327,0.0,31.25,20.95945945945946,49.75940057949843,0.0,9.45
atp_105208,Ernests Gulbis,tennis,Big 3 Era,0.0,0,246,485,0.0,0,0,6,7,19,69,0.5035,0.5205,0.3846,0.2672,0.2814,0.5072164948453608,0.8571428571428571,0.2753623188405797,80.77620423833085,0.0,0.0,0.0,40.21756915218062,0.0,85.71428571428571,38.826086956521735,81.53840653982633,0.0,16.86
atp_105223,Juan Martin del Potro,tennis,Big 3 Era,1.0,1,443,621,0.0,0,6,22,35,53,132,0.7229,0.6885,0.6897,0.2401,0.1246,0.7133655394524959,0.6285714285714286,0.4015151515151515,94.93113241062318,3.896103896103896,0.0,2.5,78.14467906252847,0.0,62.857142857142854,56.61363636363635,95.8269002705917,30.0,23.44
atp_105227,Marin Cilic,tennis,Big 3 Era,1.0,1,611,975,0.0,0,2,21,37,38,143,0.6273,0.5941,0.7034,0.2484,0.2154,0.6266666666666667,0.5675675675675675,0.26573426573426573,85.45164720572555,3.896103896103896,0.0,2.5,62.19390090821826,0.0,56.75675675675676,37.46853146853147,86.25796687351549,10.0,19.08
atp_105238,Alexandr Dolgopolov,tennis,Big 3 Era,0.0,0,220,423,0.0,0,0,3,9,11,59,0.5315,0.4921,0.5349,0.2446,0.1662,0.5200945626477541,0.3333333333333333,0.1864406779661017,93.82349836773317,0.0,0.0,0.0,42.58686411498336,0.0,33.33333333333333,26.28813559322034,94.7088146197725,0.0,13.59
atp_105311,Joao Sousa,tennis,Big 3 Era,0.0,0,216,484,0.0,0,0,4,12,5,42,0.4462,0.4639,0.359,0.2614,0.2391,0.4462809917355372,0.3333333333333333,0.11904761904761904,85.42032926878525,0.0,0.0,0.0,29.006711841185194,0.0,33.33333333333333,16.785714285714285,86.2263534212828,0.0,11.25
atp_105332,Benoit Paire,tennis,Big 3 Era,0.0,0,243,541,0.0,0,0,3,9,7,55,0.4385,0.4628,0.4615,0.242,0.2763,0.4491682070240296,0.3333333333333333,0.12727272727272726,96.45095310897712,0.0,0.0,0.0,29.53789903048395,0.0,33.33333333333333,17.94545454545454,97.36106196014556,0.0,12.03
atp_105357,John Millman,tennis,Big 3 Era,0.0,0,121,270,0.0,0,0,1,3,1,23,0.4684,0.3878,0.4194,0.2237,0.1832,0.44814814814814813,0.3333333333333333,0.043478260869565216,89.45607873481397,0.0,0.0,0.0,29.350229545164186,0.0,33.33333333333333,6.130434782608695,90.30018412126243,0.0,10.99
atp_105373,Martin Klizan,tennis,Big 3 Era,0.0,0,147,304,0.0,0,0,6,7,4,25,0.4545,0.5489,0.2353,0.2832,0.2065,0.48355263157894735,0.8571428571428571,0.16,58.22978319711076,0.0,0.0,0.0,35.86391354965719,0.0,85.71428571428571,22.56,58.77923801721432,0.0,14.24
atp_105379,Aljaz Bedene,tennis,Big 3 Era,0.0,0,138,299,0.0,0,0,0,4,2,27,0.4519,0.4961,0.3714,0.1973,0.2178,0.46153846153846156,0.0,0.07407407407407407,83.58523411299785,0.0,0.0,0.0,31.813766975843322,0.0,0.0,10.444444444444443,84.37394235217175,0.0,8.77
atp_105385,Donald Young,tennis,Big 3 Era,0.0,0,126,316,0.0,0,0,0,2,3,29,0.4262,0.2121,0.3846,0.2189,0.2664,0.3987341772151899,0.0,0.10344827586206896,70.52622445811234,0.0,0.0,0.0,20.259093031518784,0.0,0.0,14.586206896551722,71.19170819932843,0.0,7.03
atp_105430,Radu Albot,tennis,Big 3 Era,0.0,0,107,256,0.0,0,0,1,1,0,12,0.4259,0.4179,0.3333,0.2712,0.2785,0.41796875,1.0,0.0,86.67870244512432,0.0,0.0,0.0,23.79785188183668,0.0,100.0,0.0,87.49660057635347,0.0,14.63
atp_105449,Steve Johnson,tennis,Big 3 Era,0.0,0,200,405,0.0,0,0,4,6,4,35,0.4776,0.4928,0.5588,0.2566,0.2061,0.49382716049382713,0.6666666666666666,0.11428571428571428,88.79261500809892,0.0,0.0,0.0,37.75421184414759,0.0,66.66666666666666,16.114285714285714,89.6304599669347,0.0,14.63
atp_105453,Kei Nishikori,tennis,Big 3 Era,0.0,0,454,690,0.0,0,5,12,27,40,120,0.6608,0.677,0.5915,0.2116,0.2559,0.6579710144927536,0.4444444444444444,0.3333333333333333,88.20902201040897,0.0,0.0,0.0,67.95324576928421,0.0,44.44444444444444,47.0,89.04136019989144,25.0,18.6
atp_105526,Jan Lennard Struff,tennis,Big 3 Era,0.0,0,241,516,0.0,0,0,1,4,13,62,0.4517,0.5,0.4516,0.2201,0.2178,0.46705426356589147,0.25,0.20967741935483872,92.75253312117529,0.0,0.0,0.0,32.82855911391376,0.0,25.0,29.56451612903226,93.62774377115713,0.0,12.13
atp_105550,Guido Pella,tennis,Big 3 Era,0.0,0,129,281,0.0,0,0,1,5,4,20,0.4132,0.5113,0.4074,0.1899,0.3184,0.45907473309608543,0.2,0.2,84.84182759321786,0.0,0.0,0.0,31.360492503476372,0.0,20.0,28.200000000000003,85.64239301795399,0.0,11.08
atp_105554,Daniel Evans,tennis,Big 3 Era,0.0,0,161,346,0.0,0,0,2,4,6,38,0.5042,0.3333,0.4286,0.2263,0.291,0.4653179190751445,0.5,0.15789473684210525,77.76580412040524,0.0,0.0,0.0,32.5091080659194,0.0,50.0,22.26315789473684,78.4996003594973,0.0,12.57
atp_105575,Ricardas Berankis,tennis,Big 3 Era,0.0,0,136,288,0.0,0,0,0,2,2,21,0.53,0.2791,0.2692,0.2597,0.2722,0.4722222222222222,0.0,0.09523809523809523,61.62766790622424,0.0,0.0,0.0,33.77935535138517,0.0,0.0,13.428571428571429,62.209185083923366,0.0,7.78
atp_105577,Vasek Pospisil,tennis,Big 3 Era,0.0,0,137,314,0.0,0,0,0,3,7,43,0.4776,0.05,0.3958,0.1768,0.2243,0.43630573248407645,0.0,0.16279069767441862,41.07073239753311,0.0,0.0,0.0,27.171472901633635,0.0,0.0,22.953488372093023,41.45827483100945,0.0,6.35
atp_105583,Dusan Lajovic,tennis,Big 3 Era,0.0,0,210,486,0.0,0,0,2,4,10,41,0.3972,0.4818,0.24,0.1932,0.1917,0.43209876543209874,0.5,0.24390243902439024,68.14298562304724,0.0,0.0,0.0,26.39747900768353,0.0,50.0,34.390243902439025,68.785981180494,0.0,11.99
atp_105643,Federico Delbonis,tennis,Big 3 Era,0.0,0,165,365,0.0,0,0,2,4,3,25,0.2718,0.548,0.0,0.2103,0.0,0.4520547945205479,0.5,0.12,28.86146443588332,0.0,0.0,0.0,30.068970719197942,0.0,50.0,16.919999999999998,29.133800513382752,0.0,9.1
atp_105676,David Goffin,tennis,Big 3 Era,0.0,0,360,636,0.0,0,0,6,15,22,84,0.5642,0.5843,0.5263,0.2066,0.322,0.5660377358490566,0.4,0.2619047619047619,92.35354327567772,0.0,0.0,0.0,51.03944648303008,0.0,40.0,36.92857142857143,93.22498906716714,0.0,15.34
atp_105683,Milos Raonic,tennis,Big 3 Era,0.0,0,388,583,0.0,0,3,8,23,32,108,0.6742,0.6311,0.6667,0.2103,0.156,0.6655231560891939,0.34782608695652173,0.2962962962962963,94.0217934169261,0.0,0.0,0.0,69.3426817714377,0.0,34.78260869565217,41.77777777777777,94.9089807762339,15.0,17.75
atp_105732,Pierre Hugues Herbert,tennis,Big 3 Era,0.0,0,105,240,0.0,0,0,0,4,4,22,0.4438,0.3958,0.4688,0.2189,0.2274,0.4375,0.0,0.18181818181818182,90.36811018806407,0.0,0.0,0.0,27.391193130874143,0.0,0.0,25.636363636363633,91.22082148115616,0.0,9.49
atp_105777,Grigor Dimitrov,tennis,Big 3 Era,0.0,1,484,796,0.0,0,2,9,21,44,138,0.6167,0.5847,0.5952,0.2495,0.2451,0.6080402010050251,0.42857142857142855,0.3188405797101449,95.76495013910038,0.0,0.0,2.5,58.767021042067526,0.0,42.857142857142854,44.95652173913043,96.66858588290505,10.0,17.67
atp_105807,Pablo Carreno Busta,tennis,Big 3 Era,0.0,1,290,533,0.0,0,0,7,13,11,56,0.557,0.5488,0.3,0.236,0.2435,0.5440900562851783,0.5384615384615384,0.19642857142857142,62.07644493642379,0.0,0.0,2.5,47.00153276539601,0.0,53.84615384615385,27.696428571428573,62.662196763281074,0.0,13.96
atp_105902,James Duckworth,tennis,Big 3 Era,0.0,0,74,203,0.0,0,0,0,1,0,17,0.3816,0.2222,0.3636,0.2415,0.2196,0.3645320197044335,0.0,0.0,77.33492335516543,0.0,0.0,0.0,13.966611833977552,0.0,0.0,0.0,78.06465381382087,0.0,6.08
atp_105916,Marton Fucsovics,tennis,Big 3 Era,0.0,0,187,374,0.0,0,0,3,5,4,41,0.489,0.5243,0.5,0.2062,0.2981,0.5,0.6,0.0975609756097561,95.31042132705608,0.0,0.0,0.0,38.889885127794,0.0,60.0,13.756097560975611,96.20976814802879,0.0,14.55
atp_105932,Nikoloz Basilashvili,tennis,Big 3 Era,0.0,0,156,343,0.0,0,0,5,9,9,33,0.4478,0.4615,0.4571,0.2524,0.174,0.45481049562682213,0.5555555555555556,0.2727272727272727,98.18403400718766,0.0,0.0,0.0,30.575962051303833,0.0,55.55555555555556,38.45454545454545,99.11049616762273,0.0,14.82
atp_105936,Filip Krajinovic,tennis,Big 3 Era,0.0,0,125,257,0.0,0,0,0,5,5,34,0.5,0.4615,0.4545,0.266,0.3194,0.48638132295719844,0.0,0.14705882352941177,93.6391408948736,0.0,0.0,0.0,36.384333564262825,0.0,0.0,20.73529411764706,94.52271755427627,0.0,10.35
atp_105992,Ryan Harrison,tennis,Big 3 Era,0.0,0,120,279,0.0,0,0,1,4,2,38,0.46,0.3571,0.3514,0.2021,0.2234,0.43010752688172044,0.25,0.05263157894736842,84.13127325733868,0.0,0.0,0.0,26.03113278715244,0.0,25.0,7.421052631578946,84.9251339086177,0.0,9.82
atp_106000,Damir Dzumhur,tennis,Big 3 Era,0.0,0,156,341,0.0,0,0,3,4,4,26,0.4396,0.4865,0.4762,0.2257,0.2977,0.4574780058651026,0.75,0.15384615384615385,93.60061378582324,0.0,0.0,0.0,31.06672810936172,0.0,75.0,21.692307692307693,94.48382690436055,0.0,15.11
atp_106043,Diego Schwartzman,tennis,Big 3 Era,0.0,0,251,478,0.0,0,0,4,14,13,66,0.5128,0.555,0.3846,0.2249,0.2885,0.5251046025104602,0.2857142857142857,0.19696969696969696,76.9598518693177,0.0,0.0,0.0,43.508606599360135,0.0,28.57142857142857,27.77272727272727,77.68604316254152,0.0,12.4
atp_106045,Denis Kudla,tennis,Big 3 Era,0.0,0,72,204,0.0,0,0,0,0,0,14,0.3125,0.25,0.5,0.1998,0.1605,0.35294117647058826,0.0,0.0,66.2214690649587,0.0,0.0,0.0,11.834139252688448,0.0,0.0,0.0,66.84633323882849,0.0,5.19
atp_106058,Jack Sock,tennis,Big 3 Era,0.0,1,182,336,0.0,0,0,4,8,10,40,0.5366,0.5593,0.5484,0.2665,0.2017,0.5416666666666666,0.5,0.25,97.0524627422436,0.0,0.0,2.5,46.55567979240723,0.0,50.0,35.25,97.96824742370353,0.0,16.15
atp_106065,Marco Cecchinato,tennis,Big 3 Era,0.0,0,80,207,0.0,0,0,3,5,1,10,0.2182,0.4681,0.1818,0.2352,0.2236,0.3864734299516908,0.6,0.1,59.53613041813101,0.0,0.0,0.0,18.003372128557924,0.0,60.0,14.100000000000001,60.0979118988867,0.0,10.31
atp_106071,Bernard Tomic,tennis,Big 3 Era,0.0,0,187,374,0.0,0,0,4,6,8,51,0.5359,0.3231,0.5417,0.2016,0.1521,0.5,0.6666666666666666,0.1568627450980392,67.65874041694538,0.0,0.0,0.0,38.889885127794,0.0,66.66666666666666,22.11764705882353,68.29716664838756,0.0,13.76
atp_106121,Taro Daniel,tennis,Big 3 Era,0.0,0,90,244,0.0,0,0,1,2,1,14,0.3699,0.4091,0.0,0.1767,0.0,0.36885245901639346,0.5,0.07142857142857142,41.39429833861906,0.0,0.0,0.0,14.761482249011346,0.0,50.0,10.07142857142857,41.78489393245749,0.0,7.99
atp_106148,Roberto Carballes Baena,tennis,Big 3 Era,0.0,0,130,296,0.0,0,0,2,3,1,21,0.3814,0.4917,0.2222,0.1547,0.1805,0.4391891891891892,0.6666666666666666,0.047619047619047616,64.82383137005596,0.0,0.0,0.0,27.701968590250353,0.0,66.66666666666666,6.714285714285714,65.4355074685791,0.0,11.7
atp_106210,Jiri Vesely,tennis,Big 3 Era,0.0,0,143,315,0.0,0,0,2,4,4,23,0.404,0.4715,0.5854,0.2503,0.1364,0.45396825396825397,0.5,0.17391304347826086,76.19644145996321,0.0,0.0,0.0,30.42100721260223,0.0,50.0,24.52173913043478,76.91542923110423,0.0,12.38
atp_106218,Marcos Giron,tennis,Big 3 Era,0.0,0,136,291,0.0,0,0,1,3,7,36,0.4826,0.3774,0.5135,0.1852,0.2593,0.46735395189003437,0.3333333333333333,0.19444444444444445,81.47558262054629,0.0,0.0,0.0,32.88369549366404,0.0,33.33333333333333,27.416666666666668,82.24438423947153,0.0,11.93
atp_106233,Dominic Thiem,tennis,Big 3 Era,1.0,1,349,566,0.0,0,5,17,29,32,85,0.5788,0.6846,0.4545,0.2845,0.3015,0.6166077738515902,0.5862068965517241,0.3764705882352941,70.09776152754246,3.896103896103896,0.0,2.5,60.34327514324873,0.0,58.620689655172406,53.08235294117647,70.75920230295117,25.0,19.48
atp_106298,Lucas Pouille,tennis,Big 3 Era,0.0,0,144,279,0.0,0,0,5,9,6,27,0.5183,0.4937,0.5556,0.2436,0.3301,0.5161290322580645,0.5555555555555556,0.2222222222222222,91.90836892710037,0.0,0.0,0.0,41.857289514095896,0.0,55.55555555555556,31.33333333333333,92.77561406424793,0.0,15.21
atp_106329,Thiago Monteiro,tennis,Big 3 Era,0.0,0,94,231,0.0,0,0,0,0,5,12,0.3133,0.471,0.2222,0.1721,0.2215,0.4069264069264069,0.0,0.4166666666666667,67.3189744654114,0.0,0.0,0.0,21.76629185099559,0.0,0.0,58.75,67.95419467358631,0.0,9.19
atp_106378,Kyle Edmund,tennis,Big 3 Era,0.0,0,121,247,0.0,0,0,2,3,2,27,0.5188,0.4643,0.3871,0.2573,0.2375,0.4898785425101215,0.6666666666666666,0.07407407407407407,82.81912558079625,0.0,0.0,0.0,37.02774877201751,0.0,66.66666666666666,10.444444444444443,83.60060483846569,0.0,13.91
atp_106401,Nick Kyrgios,tennis,Big 3 Era,0.0,0,211,334,0.0,0,0,7,11,29,71,0.6416,0.5686,0.6491,0.2434,0.3168,0.6317365269461078,0.6363636363636364,0.4084507042253521,88.45438455374004,0.0,0.0,0.0,63.12664909734965,0.0,63.63636363636363,57.59154929577465,89.28903797822261,0.0,19.0
atp_106415,Yoshihito Nishioka,tennis,Big 3 Era,0.0,0,144,314,0.0,0,0,3,6,4,32,0.4879,0.3878,0.2353,0.2439,0.2178,0.4585987261146497,0.5,0.125,66.97478107855144,0.0,0.0,0.0,31.272917180789765,0.0,50.0,17.625,67.60675348628689,0.0,11.56
atp_106421,Daniil Medvedev,tennis,Big 3 Era,1.0,6,448,634,13.0,0,7,24,44,52,107,0.7367,0.5747,0.6711,0.2863,0.1008,0.7066246056782335,0.5454545454545454,0.48598130841121495,78.84390661338128,3.896103896103896,3.4482758620689653,15.0,76.90448832265841,0.0,54.54545454545454,68.5233644859813,79.58787580141471,35.0,24.92
atp_106426,Cristian Garin,tennis,Big 3 Era,0.0,0,139,273,0.0,0,0,5,6,4,26,0.383,0.5886,0.4762,0.2562,0.3147,0.5091575091575091,0.8333333333333334,0.15384615384615385,73.27159009746507,0.0,0.0,0.0,40.57467516397273,0.0,83.33333333333334,21.692307692307693,73.96297904218127,0.0,15.41
atp_106432,Borna Coric,tennis,Big 3 Era,0.0,1,224,428,0.0,0,0,3,9,19,62,0.5199,0.544,0.4615,0.2316,0.3479,0.5233644859813084,0.3333333333333333,0.3064516129032258,88.98617717115101,0.0,0.0,2.5,43.18846157524067,0.0,33.33333333333333,43.20967741935483,89.82584857785658,0.0,14.55
atp_109771,Jairo Velasco,tennis,Open Era,0.0,0,147,331,0.0,0,0,0,1,2,22,0.1333,0.4559,0.0,0.1072,0.0,0.44410876132930516,0.0,0.09090909090909091,39.141211216729296,0.0,0.0,0.0,28.607066906983498,0.0,0.0,12.818181818181817,39.51054673520312,0.0,5.87
atp_111442,Jordan Thompson,tennis,Big 3 Era,0.0,0,155,333,0.0,0,0,1,4,7,32,0.4815,0.32,0.5224,0.1863,0.2347,0.46546546546546547,0.25,0.21875,72.21449894055534,0.0,0.0,0.0,32.536253513880325,0.0,25.0,30.843749999999996,72.89591319878703,0.0,10.92
atp_111456,Mackenzie Mcdonald,tennis,Big 3 Era,0.0,0,117,263,0.0,0,0,0,1,5,26,0.4607,0.2941,0.5,0.2251,0.2721,0.4448669201520912,0.0,0.19230769230769232,71.61962844743528,0.0,0.0,0.0,28.746552263590925,0.0,0.0,27.115384615384613,72.29542952214067,0.0,8.57
atp_111513,Laslo Djere,tennis,Big 3 Era,0.0,0,157,325,0.0,0,0,3,6,3,26,0.3697,0.5833,0.3077,0.2484,0.1978,0.48307692307692307,0.5,0.11538461538461539,62.462534682254045,0.0,0.0,0.0,35.776393140935696,0.0,50.0,16.26923076923077,63.05192964257657,0.0,11.67
atp_111575,Karen Khachanov,tennis,Big 3 Era,0.0,1,324,561,0.0,0,0,7,11,16,75,0.5679,0.5804,0.64,0.0643,0.1683,0.5775401069518716,0.6363636363636364,0.21333333333333335,89.99688171696822,0.0,0.0,2.5,53.155642043758746,0.0,63.63636363636363,30.080000000000002,90.84609010722257,0.0,17.07
atp_111797,Nicolas Jarry,tennis,Big 3 Era,0.0,0,125,255,0.0,0,0,3,7,11,27,0.398,0.5564,0.5,0.298,0.2888,0.49019607843137253,0.42857142857142855,0.4074074074074074,79.15546807924466,0.0,0.0,0.0,37.08616873612029,0.0,42.857142857142854,57.44444444444444,79.90237715370353,0.0,14.37
atp_111815,Cameron Norrie,tennis,Big 3 Era,0.0,1,257,451,0.0,0,0,5,16,13,59,0.5571,0.6098,0.5417,0.2352,0.1681,0.5698447893569845,0.3125,0.22033898305084745,90.72821719166207,0.0,0.0,2.5,51.73986465428537,0.0,31.25,31.06779661016949,91.58432644569471,0.0,14.76
atp_122298,Botic Van De Zandschulp,tennis,Big 3 Era,0.0,0,123,244,0.0,0,0,0,3,8,33,0.4969,0.5323,0.4762,0.1194,0.1416,0.5040983606557377,0.0,0.24242424242424243,92.63459938801442,0.0,0.0,0.0,39.64389771775595,0.0,0.0,34.18181818181818,93.50869721815424,0.0,11.28
atp_122330,Alexander Bublik,tennis,Big 3 Era,0.0,0,207,389,0.0,0,0,9,16,16,47,0.5121,0.506,0.6552,0.1374,0.28,0.532133676092545,0.5625,0.3404255319148936,78.07844231534602,0.0,0.0,0.0,44.8018090336654,0.0,56.25,48.0,78.81518860085293,0.0,15.55
atp_124079,Pedro Martinez,tennis,Big 3 Era,0.0,0,87,211,0.0,0,0,1,3,1,14,0.3614,0.4602,0.3333,0.2475,0.279,0.41232227488151657,0.3333333333333333,0.07142857142857142,82.69543685579357,0.0,0.0,0.0,22.75901862974528,0.0,33.33333333333333,10.07142857142857,83.47574898965775,0.0,10.12
atp_124187,Reilly Opelka,tennis,Big 3 Era,0.0,0,127,250,0.0,0,0,4,7,9,25,0.5351,0.4,0.48,0.2557,0.3162,0.508,0.5714285714285714,0.36,82.3631908097231,0.0,0.0,0.0,40.36171770339975,0.0,57.14285714285714,50.75999999999999,83.14036787796533,0.0,15.56
atp_126094,Andrey Rublev,tennis,Big 3 Era,0.0,2,391,610,0.0,0,4,18,31,27,77,0.634,0.6575,0.6571,0.2249,0.3419,0.6409836065573771,0.5806451612903226,0.35064935064935066,96.50704510157668,0.0,0.0,5.0,64.82791822248537,0.0,58.06451612903226,49.44155844155844,97.41768323542506,20.0,20.36
atp_126203,Taylor Fritz,tennis,Big 3 Era,0.0,1,348,570,0.0,0,3,12,22,33,84,0.6148,0.5638,0.6479,0.2043,0.2924,0.6105263157894737,0.5454545454545454,0.39285714285714285,89.00056890098733,0.0,0.0,2.5,59.224414132873335,0.0,54.54545454545454,55.392857142857146,89.84037610770612,15.0,18.85
atp_126205,Tommy Paul,tennis,Big 3 Era,0.0,0,226,373,0.0,0,0,5,10,15,44,0.6109,0.5714,0.641,0.2566,0.3209,0.6058981233243967,0.5,0.3409090909090909,90.93755819353903,0.0,0.0,0.0,58.372923578339176,0.0,50.0,48.06818181818181,91.79564278418142,0.0,17.25
atp_126207,Frances Tiafoe,tennis,Big 3 Era,0.0,0,254,478,0.0,0,0,4,12,13,56,0.5387,0.5,0.5455,0.2698,0.1803,0.5313807531380753,0.3333333333333333,0.23214285714285715,93.62795321947267,0.0,0.0,0.0,44.66328696725167,0.0,33.33333333333333,32.73214285714286,94.51142431224196,0.0,14.11
atp_126239,Arthur Rinderknech,tennis,Big 3 Era,0.0,0,112,235,0.0,0,0,0,2,3,24,0.4825,0.4762,0.4483,0.252,0.1162,0.4765957446808511,0.0,0.125,95.27443376214586,0.0,0.0,0.0,34.58399195447933,0.0,0.0,17.625,96.17344100533006,0.0,10.11
atp_126610,Matteo Berrettini,tennis,Big 3 Era,0.0,0,219,345,0.0,0,0,10,18,13,46,0.5615,0.6923,0.7778,0.253,0.3679,0.6347826086956522,0.5555555555555556,0.2826086956521739,71.71683345123363,0.0,0.0,0.0,63.68706439071683,0.0,55.55555555555556,39.847826086956516,72.39355174999417,0.0,16.59
atp_126774,Stefanos Tsitsipas,tennis,Big 3 Era,0.0,3,381,575,0.0,0,5,13,31,39,93,0.6419,0.7353,0.5476,0.2559,0.2731,0.662608695652174,0.41935483870967744,0.41935483870967744,75.63392185791672,0.0,0.0,7.5,68.80648204499768,0.0,41.935483870967744,59.12903225806452,76.34760170775394,25.0,19.4
atp_128034,Hubert Hurkacz,tennis,Big 3 Era,0.0,2,234,395,0.0,0,0,9,15,21,61,0.5941,0.5663,0.6341,0.2402,0.2511,0.5924050632911393,0.6,0.3442622950819672,91.15127933171988,0.0,0.0,5.0,55.890482915645144,0.0,60.0,48.540983606557376,92.01138058983179,0.0,18.44
atp_132283,Lorenzo Sonego,tennis,Big 3 Era,0.0,0,172,362,0.0,0,0,4,6,7,43,0.4596,0.4701,0.5532,0.2091,0.2427,0.47513812154696133,0.6666666666666666,0.16279069767441862,86.686758757905,0.0,0.0,0.0,34.3158198030524,0.0,66.66666666666666,22.953488372093023,87.5047329083059,0.0,14.5
atp_133430,Denis Shapovalov,tennis,Big 3 Era,0.0,0,243,447,0.0,0,0,5,10,15,54,0.5688,0.4878,0.4667,0.1293,0.2449,0.5436241610738255,0.5,0.2777777777777778,86.00636686844773,0.0,0.0,0.0,46.91581779678505,0.0,50.0,39.166666666666664,86.81792085750342,0.0,15.36
atp_134770,Casper Ruud,tennis,Big 3 Era,0.0,1,312,480,0.0,0,3,14,27,22,58,0.5738,0.7403,0.4167,0.1272,0.2173,0.65,0.5185185185185185,0.3793103448275862,57.98645996928753,0.0,0.0,2.5,66.48674592040167,0.0,51.85185185185185,53.48275862068965,58.533618797322596,15.0,17.41
atp_134868,Tallon Griekspoor,tennis,Big 3 Era,0.0,0,131,262,0.0,0,0,3,6,7,41,0.4881,0.4677,0.625,0.1561,0.3635,0.5,0.5,0.17073170731707318,77.79189154826123,0.0,0.0,0.0,38.889885127794,0.0,50.0,24.073170731707318,78.52593394768898,0.0,13.3
atp_144719,Jaume Munar,tennis,Big 3 Era,0.0,0,129,298,0.0,0,0,0,1,4,26,0.3934,0.4808,0.3,0.1603,0.2277,0.43288590604026844,0.0,0.15384615384615385,76.52542046337531,0.0,0.0,0.0,26.542296406269315,0.0,0.0,21.692307692307693,77.24751247240307,0.0,8.37
atp_144869,Tomas Martin Etcheverry,tennis,Big 3 Era,0.0,0,111,224,0.0,0,0,1,4,0,19,0.4583,0.5526,0.2857,0.2126,0.1577,0.4955357142857143,0.25,0.0,64.85931895068155,0.0,0.0,0.0,38.06854998515688,0.0,25.0,0.0,65.47132990915365,0.0,9.49
atp_144895,Corentin Moutet,tennis,Big 3 Era,0.0,0,103,229,0.0,0,0,0,3,3,24,0.4615,0.4118,0.5185,0.1109,0.1026,0.4497816593886463,0.0,0.125,86.1381033551715,0.0,0.0,0.0,29.650761427212103,0.0,0.0,17.625,86.95090040651662,0.0,9.06
atp_200000,Felix Auger Aliassime,tennis,Big 3 Era,0.0,0,282,462,0.0,0,2,10,23,25,73,0.6329,0.53,0.6304,0.1673,0.3524,0.6103896103896104,0.43478260869565216,0.3424657534246575,84.75965020640285,0.0,0.0,0.0,59.19926320027583,0.0,43.47826086956522,48.287671232876704,85.55944020731273,10.0,16.91
atp_200005,Ugo Humbert,tennis,Big 3 Era,0.0,0,182,342,0.0,0,0,7,11,14,35,0.5776,0.3333,0.5472,0.1575,0.1262,0.5321637426900585,0.6363636363636364,0.4,65.43290009082874,0.0,0.0,0.0,44.80734065837265,0.0,63.63636363636363,56.400000000000006,66.05032334700951,0.0,15.72
